COMPOUND_NAME	SACRI_PERIOD	DOSE_LEVEL	RBC(x10_4/ul)	Hb(g/dL)	Ht(%)	MCV(fL)	MCH(pg)	MCHC(%)	Ret(%)	Plat(x10_4/uL)	WBC(x10_2/uL)	Neu(%)	Eos(%)	Bas(%)	Mono(%)	Lym(%)	PT(s)	APTT(s)	Fbg(mg/dL)	ALP(IU/L)	TC(mg/dL)	TG(mg/dL)	PL(mg/dL)	TBIL(mg/dL)	DBIL(mg/dL)	GLC(mg/dL)	BUN(mg/dL)	CRE(mg/dL)	Na(meq/L)	K(meq/L)	Cl(meq/L)	Ca(mg/dL)	IP(mg/dL)	TP(g/dL)	RALB(g/dL)	A/G	AST(IU/L)	ALT(IU/L)	LDH(IU/L)	GTP(IU/L)	stratify_col
acetazolamide	29 day	Middle	737.0	14.6	42.5	57.6	19.8	34.3	3.5	180.1	98.0	20.0	1.0	0.0	2.0	76.0	16.6	26.4	332.0	1271.0	84.0	160.0	163.0	0.0	0.0	178.0	15.0	0.1	142.0	4.0	108.0	10.7	5.8	6.3	3.4	1.2	58.0	38.0	151.0	5.0	acetazolamide_29 day_Middle
acetazolamide	29 day	Middle	788.0	14.9	41.7	52.9	18.9	35.7	2.4	85.0	123.7	20.0	1.0	0.0	2.0	76.0	17.6	22.5	306.0	2064.0	69.0	136.0	143.0	0.0	0.0	178.0	18.0	0.2	142.0	3.6	110.0	10.1	4.5	5.7	3.4	1.4	54.0	32.0	97.0	1.0	acetazolamide_29 day_Middle
acetazolamide	29 day	Middle	756.0	15.1	43.1	57.0	20.0	35.1	3.6	121.5	131.6	14.0	1.0	0.0	2.0	81.0	16.1	23.3	305.0	1339.0	86.0	141.0	176.0	0.0	0.0	173.0	17.0	0.1	141.0	3.6	106.0	10.8	6.4	6.0	3.1	1.1	93.0	59.0	191.0	2.0	acetazolamide_29 day_Middle
acetazolamide	29 day	Middle	756.0	15.1	43.1	57.0	20.0	35.1	3.6	121.5	131.6	14.0	1.0	0.0	2.0	81.0	16.1	23.3	305.0	1339.0	86.0	141.0	176.0	0.0	0.0	173.0	17.0	0.1	141.0	3.6	106.0	10.8	6.4	6.0	3.1	1.1	93.0	59.0	191.0	2.0	acetazolamide_29 day_Middle
acetazolamide	29 day	Middle	753.0	14.3	41.4	55.0	19.0	34.5	2.9	101.4	87.3	18.0	1.0	0.0	1.0	79.0	16.1	25.2	330.0	1183.0	88.0	130.0	163.0	0.01	0.0	170.0	17.0	0.2	143.0	3.4	107.0	10.2	4.9	6.2	3.3	1.2	81.0	55.0	135.0	2.0	acetazolamide_29 day_Middle
acetazolamide	29 day	Middle	753.0	14.3	41.4	55.0	19.0	34.5	2.9	101.4	87.3	18.0	1.0	0.0	1.0	79.0	16.1	25.2	330.0	1183.0	88.0	130.0	163.0	0.01	0.0	170.0	17.0	0.2	143.0	3.4	107.0	10.2	4.9	6.2	3.3	1.2	81.0	55.0	135.0	2.0	acetazolamide_29 day_Middle
acetazolamide	8 day	High	623.0	13.6	39.5	63.4	21.8	34.4	5.5	93.8	158.2	11.0	1.0	0.0	3.0	84.0	16.1	18.6	328.0	1669.0	114.0	181.0	222.0	0.0	0.0	172.0	23.0	0.2	145.0	4.2	114.0	11.0	8.2	5.3	2.8	1.1	75.0	52.0	170.0	1.0	acetazolamide_8 day_High
acetazolamide	8 day	High	623.0	13.6	39.5	63.4	21.8	34.4	5.5	93.8	158.2	11.0	1.0	0.0	3.0	84.0	16.1	18.6	328.0	1669.0	114.0	181.0	222.0	0.0	0.0	172.0	23.0	0.2	145.0	4.2	114.0	11.0	8.2	5.3	2.8	1.1	75.0	52.0	170.0	1.0	acetazolamide_8 day_High
acetazolamide	8 day	High	712.0	15.1	43.4	61.0	21.2	34.7	5.3	87.5	85.0	16.0	1.0	0.0	1.0	82.0	16.7	18.5	326.0	2099.0	83.0	95.0	165.0	0.0	0.0	186.0	18.0	0.2	145.0	3.9	114.0	10.7	6.4	5.6	3.3	1.4	86.0	51.0	175.0	1.0	acetazolamide_8 day_High
acetazolamide	8 day	High	684.0	13.7	39.7	58.0	20.0	34.5	6.3	89.0	66.6	20.0	1.0	0.0	2.0	75.0	16.4	19.1	309.0	1526.0	97.0	109.0	176.0	0.0	0.0	168.0	19.0	0.2	144.0	4.8	115.0	11.0	7.9	5.2	2.9	1.3	72.0	43.0	129.0	1.0	acetazolamide_8 day_High
acetazolamide	8 day	High	684.0	13.7	39.7	58.0	20.0	34.5	6.3	89.0	66.6	20.0	1.0	0.0	2.0	75.0	16.4	19.1	309.0	1526.0	97.0	109.0	176.0	0.0	0.0	168.0	19.0	0.2	144.0	4.8	115.0	11.0	7.9	5.2	2.9	1.3	72.0	43.0	129.0	1.0	acetazolamide_8 day_High
acetazolamide	8 day	High	640.0	13.4	39.1	61.1	21.0	34.3	5.9	95.1	133.2	22.0	1.0	0.0	3.0	73.0	16.4	18.8	313.0	1405.0	73.0	91.0	146.0	0.0	0.0	191.0	21.0	0.2	145.0	3.9	117.0	11.0	5.9	5.4	3.1	1.3	62.0	50.0	154.0	2.0	acetazolamide_8 day_High
acetazolamide	8 day	High	622.0	13.1	37.8	60.8	21.1	34.7	7.0	101.4	99.3	22.0	1.0	0.0	3.0	73.0	16.3	21.0	296.0	1366.0	54.0	144.0	128.0	0.0	0.0	182.0	19.0	0.2	144.0	4.3	111.0	10.9	7.7	5.5	3.0	1.3	63.0	34.0	186.0	1.0	acetazolamide_8 day_High
acetazolamide	8 day	High	622.0	13.1	37.8	60.8	21.1	34.7	7.0	101.4	99.3	22.0	1.0	0.0	3.0	73.0	16.3	21.0	296.0	1366.0	54.0	144.0	128.0	0.0	0.0	182.0	19.0	0.2	144.0	4.3	111.0	10.9	7.7	5.5	3.0	1.3	63.0	34.0	186.0	1.0	acetazolamide_8 day_High
acetazolamide	15 day	High	722.0	14.8	42.1	58.3	20.5	35.2	5.7	119.3	81.3	20.0	1.0	0.0	3.0	76.0	16.4	23.5	297.0	1229.0	69.0	217.0	151.0	0.0	0.0	176.0	15.0	0.1	143.0	3.8	109.0	10.7	7.2	5.5	2.9	1.1	58.0	35.0	141.0	2.0	acetazolamide_15 day_High
acetazolamide	15 day	High	722.0	14.8	42.1	58.3	20.5	35.2	5.7	119.3	81.3	20.0	1.0	0.0	3.0	76.0	16.4	23.5	297.0	1229.0	69.0	217.0	151.0	0.0	0.0	176.0	15.0	0.1	143.0	3.8	109.0	10.7	7.2	5.5	2.9	1.1	58.0	35.0	141.0	2.0	acetazolamide_15 day_High
acetazolamide	15 day	High	721.0	14.4	40.5	56.1	19.9	35.6	5.6	111.2	88.2	25.0	1.0	0.0	2.0	71.0	15.7	22.1	328.0	1114.0	73.0	102.0	143.0	0.02	0.0	186.0	16.0	0.2	142.0	3.1	106.0	10.5	8.3	5.9	3.0	1.1	65.0	41.0	123.0	2.0	acetazolamide_15 day_High
acetazolamide	15 day	High	657.0	13.4	38.3	58.3	20.3	34.9	6.7	89.5	79.9	29.0	1.0	0.0	3.0	67.0	16.3	19.1	248.0	1137.0	93.0	108.0	164.0	0.0	0.0	189.0	20.0	0.2	144.0	4.0	111.0	10.6	8.1	4.8	2.8	1.4	58.0	39.0	114.0	2.0	acetazolamide_15 day_High
acetazolamide	15 day	High	657.0	13.4	38.3	58.3	20.3	34.9	6.7	89.5	79.9	29.0	1.0	0.0	3.0	67.0	16.3	19.1	248.0	1137.0	93.0	108.0	164.0	0.0	0.0	189.0	20.0	0.2	144.0	4.0	111.0	10.6	8.1	4.8	2.8	1.4	58.0	39.0	114.0	2.0	acetazolamide_15 day_High
acetazolamide	15 day	High	742.0	15.2	42.5	57.3	20.5	35.7	3.3	111.9	71.7	27.0	0.0	0.0	3.0	69.0	18.1	19.9	397.0	1233.0	71.0	113.0	144.0	0.0	0.0	173.0	27.0	0.2	144.0	3.8	117.0	10.3	4.9	5.5	3.0	1.2	63.0	45.0	167.0	1.0	acetazolamide_15 day_High
acetazolamide	15 day	High	698.0	14.4	41.1	58.9	20.6	34.9	5.0	111.9	47.9	17.0	1.0	0.0	1.0	80.0	16.9	22.9	308.0	1575.0	75.0	112.0	159.0	0.0	0.0	185.0	16.0	0.1	144.0	3.9	110.0	10.6	6.5	5.7	3.1	1.2	63.0	42.0	163.0	2.0	acetazolamide_15 day_High
acetazolamide	15 day	High	698.0	14.4	41.1	58.9	20.6	34.9	5.0	111.9	47.9	17.0	1.0	0.0	1.0	80.0	16.9	22.9	308.0	1575.0	75.0	112.0	159.0	0.0	0.0	185.0	16.0	0.1	144.0	3.9	110.0	10.6	6.5	5.7	3.1	1.2	63.0	42.0	163.0	2.0	acetazolamide_15 day_High
acetazolamide	29 day	High	754.0	14.5	42.7	56.6	19.2	33.9	3.9	83.5	93.2	16.0	1.0	0.0	4.0	79.0	17.1	24.6	293.0	1132.0	77.0	110.0	138.0	0.01	0.0	182.0	19.0	0.2	143.0	3.4	110.0	10.1	5.7	5.6	3.2	1.3	71.0	42.0	113.0	2.0	acetazolamide_29 day_High
acetazolamide	29 day	High	754.0	14.5	42.7	56.6	19.2	33.9	3.9	83.5	93.2	16.0	1.0	0.0	4.0	79.0	17.1	24.6	293.0	1132.0	77.0	110.0	138.0	0.01	0.0	182.0	19.0	0.2	143.0	3.4	110.0	10.1	5.7	5.6	3.2	1.3	71.0	42.0	113.0	2.0	acetazolamide_29 day_High
acetazolamide	29 day	High	723.0	13.7	39.8	55.1	19.0	34.5	3.3	91.9	81.0	20.0	1.0	0.0	3.0	74.0	16.1	22.6	262.0	980.0	81.0	108.0	165.0	0.01	0.0	176.0	20.0	0.2	142.0	4.1	112.0	10.3	5.8	5.6	3.1	1.3	66.0	42.0	156.0	3.0	acetazolamide_29 day_High
acetazolamide	29 day	High	723.0	13.7	39.8	55.1	19.0	34.5	3.3	91.9	81.0	20.0	1.0	0.0	3.0	74.0	16.1	22.6	262.0	980.0	81.0	108.0	165.0	0.01	0.0	176.0	20.0	0.2	142.0	4.1	112.0	10.3	5.8	5.6	3.1	1.3	66.0	42.0	156.0	3.0	acetazolamide_29 day_High
acetazolamide	29 day	High	745.0	14.0	41.5	55.8	18.8	33.7	2.6	97.7	156.5	16.0	1.0	0.0	2.0	80.0	17.2	24.3	318.0	1116.0	60.0	134.0	124.0	0.0	0.0	180.0	15.0	0.2	143.0	3.7	109.0	10.3	5.7	5.5	3.0	1.2	61.0	38.0	126.0	2.0	acetazolamide_29 day_High
acetazolamide	29 day	High	717.0	14.2	41.6	58.1	19.8	34.0	3.0	83.4	110.6	28.0	1.0	0.0	3.0	67.0	16.6	22.7	325.0	1115.0	79.0	89.0	138.0	0.02	0.0	176.0	18.0	0.2	143.0	3.9	111.0	10.3	6.2	5.8	3.3	1.3	68.0	33.0	142.0	2.0	acetazolamide_29 day_High
acetazolamide	29 day	High	757.0	15.3	44.9	59.4	20.3	34.1	4.0	94.2	80.3	26.0	1.0	0.0	2.0	70.0	17.3	21.0	334.0	1258.0	61.0	136.0	116.0	0.01	0.0	176.0	20.0	0.2	142.0	3.7	114.0	10.0	4.6	5.7	3.3	1.3	66.0	34.0	208.0	2.0	acetazolamide_29 day_High
acetazolamide	29 day	High	757.0	15.3	44.9	59.4	20.3	34.1	4.0	94.2	80.3	26.0	1.0	0.0	2.0	70.0	17.3	21.0	334.0	1258.0	61.0	136.0	116.0	0.01	0.0	176.0	20.0	0.2	142.0	3.7	114.0	10.0	4.6	5.7	3.3	1.3	66.0	34.0	208.0	2.0	acetazolamide_29 day_High
disulfiram	8 day	Low	651.0	12.6	38.3	58.9	19.4	32.9	6.1	117.2	142.1	10.0	1.0	0.0	2.0	85.0	16.4	22.8	280.0	967.0	74.0	60.0	142.0	0.01	0.0	167.0	15.0	0.2	145.0	4.3	108.0	10.2	6.7	5.3	2.9	1.2	66.0	35.0	272.0	2.0	disulfiram_8 day_Low
disulfiram	8 day	Low	607.0	12.6	39.1	64.5	20.8	32.2	6.1	131.7	128.7	8.0	1.0	0.0	2.0	89.0	15.4	21.6	342.0	928.0	91.0	57.0	152.0	0.0	0.0	187.0	17.0	0.2	144.0	4.5	108.0	10.8	6.3	5.6	3.0	1.1	66.0	40.0	153.0	2.0	disulfiram_8 day_Low
disulfiram	8 day	Low	630.0	12.0	37.5	59.5	19.0	32.0	8.4	132.8	94.9	23.0	0.0	0.0	2.0	74.0	16.1	20.7	354.0	1035.0	67.0	89.0	123.0	0.02	0.0	192.0	15.0	0.2	143.0	4.8	106.0	10.3	7.0	5.5	3.1	1.3	71.0	38.0	245.0	1.0	disulfiram_8 day_Low
disulfiram	8 day	Low	604.0	12.8	39.3	65.0	21.2	32.5	8.6	131.2	158.2	25.0	1.0	0.0	4.0	70.0	16.0	22.0	309.0	1061.0	90.0	55.0	156.0	0.01	0.0	190.0	18.0	0.2	142.0	4.3	108.0	10.6	7.8	5.7	2.8	1.0	63.0	36.0	191.0	3.0	disulfiram_8 day_Low
disulfiram	8 day	Low	610.0	12.2	38.0	62.4	20.1	32.1	8.4	136.3	165.3	22.0	0.0	0.0	2.0	75.0	16.1	21.3	279.0	967.0	70.0	60.0	139.0	0.02	0.0	179.0	19.0	0.2	144.0	4.1	109.0	10.9	7.1	5.5	3.2	1.3	77.0	38.0	228.0	1.0	disulfiram_8 day_Low
disulfiram	15 day	Low	691.0	13.1	39.5	57.2	19.0	33.3	5.4	124.7	122.3	21.0	1.0	0.0	3.0	75.0	16.1	23.6	342.0	1037.0	88.0	73.0	155.0	0.0	0.0	181.0	17.0	0.2	142.0	4.1	105.0	10.6	6.7	6.1	3.1	1.0	65.0	43.0	138.0	2.0	disulfiram_15 day_Low
disulfiram	15 day	Low	704.0	14.0	41.4	58.8	19.9	33.8	5.7	114.2	105.5	12.0	1.0	0.0	2.0	84.0	15.7	23.0	303.0	1672.0	84.0	54.0	156.0	0.01	0.0	173.0	19.0	0.2	142.0	3.8	108.0	10.3	5.9	5.8	3.2	1.2	65.0	38.0	159.0	3.0	disulfiram_15 day_Low
disulfiram	15 day	Low	670.0	13.9	40.4	60.3	20.7	34.3	5.2	120.9	158.2	8.0	1.0	0.0	1.0	89.0	16.5	26.1	306.0	1006.0	88.0	78.0	160.0	0.0	0.0	178.0	18.0	0.2	142.0	4.4	109.0	10.3	5.4	5.7	3.2	1.3	60.0	36.0	158.0	3.0	disulfiram_15 day_Low
disulfiram	15 day	Low	731.0	13.8	40.6	55.6	18.9	34.0	4.8	144.9	132.4	13.0	1.0	0.0	5.0	78.0	16.0	22.3	348.0	1271.0	105.0	104.0	194.0	0.0	0.0	178.0	20.0	0.2	142.0	4.0	108.0	10.6	6.7	6.0	3.3	1.2	67.0	34.0	131.0	3.0	disulfiram_15 day_Low
disulfiram	15 day	Low	727.0	14.5	42.8	58.9	19.9	33.8	4.2	118.2	111.4	14.0	1.0	0.0	3.0	80.0	16.4	24.1	298.0	1238.0	97.0	44.0	161.0	0.01	0.0	180.0	19.0	0.2	142.0	4.1	109.0	9.9	6.1	6.0	3.1	1.1	71.0	37.0	148.0	3.0	disulfiram_15 day_Low
disulfiram	29 day	Low	760.0	14.6	41.7	54.8	19.2	35.1	2.8	98.9	88.6	10.0	1.0	0.0	2.0	87.0	16.8	22.9	342.0	675.0	77.0	58.0	141.0	0.02	0.0	163.0	15.0	0.2	144.0	4.1	111.0	10.0	5.4	5.6	3.0	1.2	62.0	35.0	108.0	1.0	disulfiram_29 day_Low
disulfiram	29 day	Low	720.0	14.0	40.9	56.8	19.4	34.2	4.3	126.1	156.0	19.0	1.0	0.0	2.0	77.0	16.8	24.5	334.0	935.0	96.0	131.0	173.0	0.01	0.0	193.0	20.0	0.2	142.0	4.2	107.0	10.7	6.0	6.1	3.1	1.0	57.0	31.0	101.0	3.0	disulfiram_29 day_Low
disulfiram	29 day	Low	770.0	14.4	42.1	54.7	18.7	34.3	2.7	103.0	81.5	13.0	1.0	0.0	2.0	83.0	16.6	24.0	328.0	848.0	90.0	38.0	142.0	0.02	0.0	184.0	19.0	0.2	142.0	4.2	106.0	10.2	6.6	6.0	3.1	1.1	70.0	41.0	113.0	2.0	disulfiram_29 day_Low
disulfiram	29 day	Low	715.0	13.8	39.6	55.4	19.3	34.8	3.8	120.0	146.2	19.0	1.0	0.0	3.0	76.0	15.9	24.3	334.0	692.0	100.0	73.0	170.0	0.02	0.0	198.0	17.0	0.2	142.0	3.5	107.0	10.5	5.3	5.9	3.0	1.1	63.0	36.0	106.0	2.0	disulfiram_29 day_Low
disulfiram	29 day	Low	746.0	14.4	41.2	55.2	19.3	35.0	2.7	95.9	111.9	13.0	1.0	0.0	2.0	84.0	16.4	24.5	308.0	892.0	73.0	39.0	125.0	0.02	0.0	179.0	15.0	0.2	142.0	4.0	109.0	10.0	5.8	5.8	3.0	1.1	66.0	37.0	103.0	1.0	disulfiram_29 day_Low
disulfiram	8 day	Middle	606.0	12.2	36.7	60.5	20.1	33.3	6.7	157.4	113.9	12.0	1.0	0.0	2.0	85.0	16.6	19.8	358.0	987.0	94.0	48.0	159.0	0.01	0.0	172.0	15.0	0.2	143.0	4.5	108.0	10.5	6.8	6.1	3.2	1.1	70.0	53.0	221.0	1.0	disulfiram_8 day_Middle
disulfiram	8 day	Middle	651.0	13.1	39.8	61.2	20.1	32.9	6.3	132.3	102.5	15.0	1.0	0.0	3.0	81.0	16.7	22.5	326.0	806.0	91.0	52.0	166.0	0.0	0.0	166.0	20.0	0.2	143.0	4.7	109.0	10.7	6.4	5.6	2.9	1.1	85.0	45.0	386.0	1.0	disulfiram_8 day_Middle
disulfiram	8 day	Middle	589.0	12.1	37.9	64.4	20.5	31.9	8.5	127.3	101.0	21.0	1.0	0.0	2.0	75.0	15.8	18.7	367.0	940.0	111.0	40.0	187.0	0.01	0.0	182.0	19.0	0.2	143.0	4.2	109.0	10.7	5.4	5.8	3.2	1.2	56.0	35.0	146.0	2.0	disulfiram_8 day_Middle
disulfiram	8 day	Middle	571.0	11.4	34.7	60.7	19.9	32.9	6.1	109.0	82.9	10.0	1.0	0.0	2.0	86.0	16.3	20.1	326.0	1288.0	110.0	13.0	161.0	0.01	0.0	173.0	18.0	0.1	143.0	4.0	108.0	10.8	6.7	5.9	3.2	1.2	61.0	38.0	104.0	2.0	disulfiram_8 day_Middle
disulfiram	8 day	Middle	638.0	12.9	39.7	62.3	20.3	32.5	8.1	127.2	106.2	19.0	1.0	0.0	3.0	76.0	16.2	22.5	372.0	926.0	120.0	38.0	182.0	0.0	0.0	173.0	19.0	0.2	143.0	4.2	110.0	10.5	7.9	5.8	3.1	1.1	71.0	59.0	118.0	2.0	disulfiram_8 day_Middle
disulfiram	15 day	Middle	676.0	13.7	39.5	58.5	20.3	34.6	4.9	99.4	97.0	19.0	1.0	0.0	3.0	77.0	15.7	24.8	389.0	844.0	106.0	63.0	197.0	0.01	0.0	168.0	21.0	0.2	140.0	4.4	106.0	10.5	6.4	5.9	3.2	1.2	74.0	49.0	133.0	3.0	disulfiram_15 day_Middle
disulfiram	15 day	Middle	692.0	13.3	39.0	56.4	19.3	34.2	5.0	99.5	77.8	21.0	1.0	0.0	1.0	77.0	16.1	22.7	308.0	1241.0	101.0	38.0	180.0	0.01	0.0	180.0	25.0	0.2	143.0	4.5	107.0	10.3	6.6	5.9	3.2	1.1	61.0	33.0	117.0	3.0	disulfiram_15 day_Middle
disulfiram	15 day	Middle	671.0	13.6	38.5	57.3	20.3	35.4	4.2	98.4	73.9	15.0	1.0	0.0	3.0	80.0	16.5	23.6	342.0	827.0	103.0	26.0	163.0	0.0	0.0	158.0	18.0	0.2	142.0	4.0	109.0	9.9	6.7	5.7	3.0	1.1	65.0	35.0	113.0	3.0	disulfiram_15 day_Middle
disulfiram	15 day	Middle	660.0	13.2	38.2	57.9	20.1	34.7	6.1	115.9	109.1	19.0	1.0	0.0	3.0	76.0	16.2	23.6	356.0	1119.0	102.0	44.0	177.0	0.03	0.0	178.0	25.0	0.2	142.0	4.3	107.0	10.8	6.7	6.1	3.3	1.2	65.0	38.0	126.0	3.0	disulfiram_15 day_Middle
disulfiram	15 day	Middle	699.0	14.1	41.8	59.8	20.2	33.8	6.0	112.6	141.7	18.0	1.0	0.0	2.0	78.0	15.8	21.7	348.0	917.0	108.0	35.0	188.0	0.02	0.0	179.0	22.0	0.2	143.0	4.0	106.0	10.4	5.8	6.2	3.3	1.1	66.0	39.0	144.0	3.0	disulfiram_15 day_Middle
disulfiram	29 day	Middle	755.0	14.0	40.5	53.6	18.6	34.7	4.1	115.0	105.1	16.0	2.0	0.0	2.0	79.0	15.9	22.8	414.0	622.0	141.0	42.0	224.0	0.05	0.0	164.0	19.0	0.2	142.0	4.0	106.0	11.1	7.5	6.8	3.5	1.1	57.0	29.0	152.0	4.0	disulfiram_29 day_Middle
disulfiram	29 day	Middle	723.0	14.1	40.6	56.2	19.5	34.7	5.5	91.7	102.7	22.0	2.0	0.0	2.0	73.0	16.0	22.0	400.0	744.0	123.0	38.0	182.0	0.03	0.0	168.0	22.0	0.2	143.0	4.2	108.0	10.8	5.6	6.3	3.3	1.1	65.0	32.0	121.0	2.0	disulfiram_29 day_Middle
disulfiram	29 day	Middle	778.0	14.9	42.6	54.8	19.2	35.0	2.8	93.9	102.8	11.0	1.0	0.0	2.0	85.0	16.4	29.2	392.0	719.0	132.0	50.0	221.0	0.01	0.0	169.0	18.0	0.2	142.0	3.8	106.0	10.6	5.9	6.7	3.3	1.0	67.0	41.0	135.0	2.0	disulfiram_29 day_Middle
disulfiram	29 day	Middle	755.0	14.2	40.7	53.9	18.8	34.8	3.9	98.0	142.3	14.0	1.0	0.0	2.0	82.0	16.7	23.5	370.0	936.0	95.0	21.0	151.0	0.02	0.0	165.0	22.0	0.2	142.0	3.9	107.0	10.2	5.3	6.2	3.1	1.0	68.0	38.0	154.0	2.0	disulfiram_29 day_Middle
disulfiram	29 day	Middle	733.0	14.0	40.2	54.9	19.0	34.7	3.5	103.7	138.0	17.0	1.0	0.0	2.0	79.0	16.3	25.2	352.0	1027.0	99.0	39.0	162.0	0.02	0.0	163.0	25.0	0.3	141.0	4.3	106.0	10.2	5.7	6.1	3.1	1.0	75.0	46.0	98.0	2.0	disulfiram_29 day_Middle
disulfiram	8 day	High	777.0	15.6	45.4	58.5	20.1	34.4	0.2	100.0	45.2	41.0	0.0	0.0	11.0	46.0	24.0	40.0	403.0	402.0	234.0	32.0	302.0	0.05	0.07	79.0	22.0	0.2	152.0	4.5	116.0	9.8	6.0	5.6	2.9	1.1	329.0	53.0	636.0	3.0	disulfiram_8 day_High
disulfiram	8 day	High	617.0	11.9	36.8	59.6	19.3	32.3	8.2	137.0	119.0	23.0	1.0	0.0	4.0	72.0	16.2	17.5	367.0	657.0	105.0	12.0	155.0	0.01	0.01	192.0	17.0	0.2	143.0	4.5	109.0	10.1	8.1	5.5	2.8	1.0	66.0	33.0	230.0	2.0	disulfiram_8 day_High
disulfiram	8 day	High	664.0	13.2	39.0	58.7	19.9	33.9	4.0	130.0	85.7	12.0	0.0	0.0	3.0	83.0	17.9	24.7	446.0	614.0	119.0	8.0	165.0	0.02	0.03	151.0	13.0	0.2	143.0	4.2	106.0	10.6	7.6	6.3	3.1	1.0	208.0	49.0	301.0	3.0	disulfiram_8 day_High
disulfiram	8 day	High	668.0	13.0	38.9	58.3	19.4	33.3	7.0	156.4	103.7	39.0	1.0	0.0	2.0	58.0	17.0	21.2	417.0	581.0	128.0	14.0	182.0	0.02	0.0	168.0	18.0	0.2	143.0	4.0	108.0	10.5	7.3	5.7	2.9	1.1	62.0	32.0	250.0	2.0	disulfiram_8 day_High
disulfiram	15 day	High	665.0	13.2	37.7	56.6	19.9	35.1	6.3	104.9	73.4	13.0	1.0	0.0	1.0	84.0	16.7	22.7	400.0	932.0	121.0	41.0	192.0	0.01	0.0	157.0	20.0	0.2	143.0	4.3	107.0	10.5	6.4	6.6	3.3	1.0	70.0	32.0	122.0	3.0	disulfiram_15 day_High
disulfiram	15 day	High	680.0	12.8	36.6	53.8	18.8	34.9	6.1	103.6	106.7	20.0	1.0	0.0	2.0	76.0	16.3	22.9	363.0	1526.0	110.0	43.0	188.0	0.02	0.0	171.0	21.0	0.2	143.0	3.6	107.0	10.2	7.1	6.2	3.3	1.2	60.0	33.0	131.0	3.0	disulfiram_15 day_High
disulfiram	15 day	High	701.0	13.8	38.7	55.2	19.7	35.8	3.4	96.0	45.3	13.0	1.0	0.0	3.0	82.0	17.3	23.8	365.0	619.0	95.0	18.0	146.0	0.02	0.01	150.0	20.0	0.2	142.0	4.1	110.0	9.8	5.8	5.8	3.1	1.1	67.0	31.0	241.0	2.0	disulfiram_15 day_High
disulfiram	15 day	High	686.0	13.6	39.7	57.8	19.9	34.3	7.4	126.2	99.6	33.0	1.0	0.0	3.0	62.0	17.2	22.7	417.0	833.0	99.0	20.0	166.0	0.04	0.0	164.0	21.0	0.1	143.0	4.1	108.0	10.8	7.6	6.3	3.4	1.2	72.0	36.0	211.0	4.0	disulfiram_15 day_High
disulfiram	15 day	High	687.0	13.4	38.7	56.3	19.5	34.7	5.1	95.4	100.4	34.0	1.0	0.0	3.0	60.0	16.6	21.9	342.0	1176.0	122.0	24.0	202.0	0.03	0.01	164.0	23.0	0.2	143.0	4.2	109.0	10.3	7.4	6.0	3.3	1.2	75.0	38.0	164.0	2.0	disulfiram_15 day_High
disulfiram	29 day	High	703.0	13.0	37.8	53.7	18.5	34.5	4.8	106.4	88.7	23.0	1.0	0.0	2.0	74.0	17.3	22.6	363.0	726.0	115.0	14.0	163.0	0.03	0.02	157.0	18.0	0.2	144.0	3.4	109.0	9.7	6.2	6.2	3.1	1.0	70.0	30.0	107.0	1.0	disulfiram_29 day_High
disulfiram	29 day	High	678.0	13.2	38.3	56.4	19.5	34.6	5.1	101.9	110.1	12.0	1.0	0.0	3.0	84.0	16.5	18.7	436.0	573.0	135.0	26.0	205.0	0.05	0.01	145.0	21.0	0.2	143.0	4.0	105.0	10.5	6.2	7.2	3.6	1.0	78.0	42.0	146.0	3.0	disulfiram_29 day_High
disulfiram	29 day	High	668.0	12.9	37.0	55.4	19.3	34.9	5.6	102.2	89.9	25.0	1.0	0.0	3.0	70.0	17.6	19.8	397.0	602.0	109.0	10.0	159.0	0.05	0.01	160.0	18.0	0.1	142.0	3.8	109.0	10.1	6.4	6.4	3.1	1.0	67.0	32.0	109.0	4.0	disulfiram_29 day_High
disulfiram	29 day	High	709.0	13.8	40.5	57.1	19.5	34.2	5.7	94.2	132.6	19.0	1.0	0.0	2.0	77.0	16.8	22.8	350.0	767.0	98.0	20.0	154.0	0.05	0.0	162.0	20.0	0.2	143.0	4.1	111.0	9.9	6.2	6.2	3.1	1.0	67.0	32.0	134.0	2.0	disulfiram_29 day_High
disulfiram	29 day	High	783.0	14.0	40.8	52.1	17.9	34.4	3.0	91.7	71.7	10.0	1.0	0.0	3.0	86.0	18.6	20.3	365.0	591.0	105.0	11.0	152.0	0.04	0.03	160.0	21.0	0.2	143.0	3.6	108.0	9.5	5.6	6.0	2.9	0.9	112.0	35.0	300.0	4.0	disulfiram_29 day_High
promethazine	8 day	Low	675.0	13.1	40.2	59.5	19.5	32.7	4.8	116.1	141.8	13.0	1.0	0.0	2.0	84.0	16.1	21.0	295.0	1609.0	62.0	108.0	133.0	0.01	0.0	170.0	20.0	0.2	142.0	4.4	106.0	10.8	5.9	5.5	3.1	1.4	105.0	62.0	255.0	1.0	promethazine_8 day_Low
promethazine	8 day	Low	686.0	14.1	41.8	61.0	20.6	33.8	4.6	122.6	128.1	12.0	1.0	0.0	2.0	85.0	16.0	24.8	264.0	1632.0	73.0	70.0	129.0	0.01	0.0	192.0	15.0	0.2	140.0	4.4	107.0	10.3	6.9	5.4	3.0	1.2	81.0	42.0	138.0	2.0	promethazine_8 day_Low
